File Accession	Annotation	Cell Line	Target	Experiment Accession	Experiment Aliases	Biosample Accession	Biosample Aliases	Library Accession	Library Aliases	Lab	Submitted Name
ENCFF651QFZ	V19	K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS198UTW	['brenton-graveley:EEF2_BGKLV19_21B']	ENCLB499ERT	['brenton-graveley:L-EEF2_BGKLV19_21B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR181RLB/rep1_1/ENCSR181RLB_rep1_1_star_anno.bam
ENCFF887SBE	V19	K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS715XGH	['brenton-graveley:EEF2_BGKLV19_22B']	ENCLB825VKF	['brenton-graveley:L-EEF2_BGKLV19_22B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR181RLB/rep2_1/ENCSR181RLB_rep2_1_star_genome.bam
ENCFF804JHU	V19	K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS715XGH	['brenton-graveley:EEF2_BGKLV19_22B']	ENCLB825VKF	['brenton-graveley:L-EEF2_BGKLV19_22B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR181RLB/rep2_1/ENCSR181RLB_rep2_1_star_anno.bam
ENCFF693HAJ	V24	K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS198UTW	['brenton-graveley:EEF2_BGKLV19_21B']	ENCLB499ERT	['brenton-graveley:L-EEF2_BGKLV19_21B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR181RLB/rep1_1/ENCSR181RLB_rep1_1_tophat.bam
ENCFF603UEH	V24	K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS715XGH	['brenton-graveley:EEF2_BGKLV19_22B']	ENCLB825VKF	['brenton-graveley:L-EEF2_BGKLV19_22B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR181RLB/rep2_1/ENCSR181RLB_rep2_1_tophat.bam
ENCFF978PEN	V24	K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS198UTW	['brenton-graveley:EEF2_BGKLV19_21B']	ENCLB499ERT	['brenton-graveley:L-EEF2_BGKLV19_21B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR181RLB/rep1_1/ENCSR181RLB_rep1_1_star_genome.bam
ENCFF613QDI	V24	K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS715XGH	['brenton-graveley:EEF2_BGKLV19_22B']	ENCLB825VKF	['brenton-graveley:L-EEF2_BGKLV19_22B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR181RLB/rep2_1/ENCSR181RLB_rep2_1_star_genome.bam
ENCFF618PRH	V24	K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS198UTW	['brenton-graveley:EEF2_BGKLV19_21B']	ENCLB499ERT	['brenton-graveley:L-EEF2_BGKLV19_21B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR181RLB/rep1_1/ENCSR181RLB_rep1_1_star_anno.bam
ENCFF369OQI	V24	K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS715XGH	['brenton-graveley:EEF2_BGKLV19_22B']	ENCLB825VKF	['brenton-graveley:L-EEF2_BGKLV19_22B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR181RLB/rep2_1/ENCSR181RLB_rep2_1_star_anno.bam
ENCFF822OHH		K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS174YKM	['brenton-graveley:EFTUD2_BGKLV19_24B']	ENCLB828WOZ	['brenton-graveley:L-EFTUD2_BGKLV19_24B']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set19/tophat/novel_juncs/EFTUD2_BGKLV19_24B/merged.bam
ENCFF811UAO		K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS943ODH	['brenton-graveley:EFTUD2_BGKLV19_23B']	ENCLB513IJB	['brenton-graveley:L-EFTUD2_BGKLV19_23B']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set19/tophat/novel_juncs/EFTUD2_BGKLV19_23B/merged.bam
ENCFF509DHK	V19	K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS943ODH	['brenton-graveley:EFTUD2_BGKLV19_23B']	ENCLB513IJB	['brenton-graveley:L-EFTUD2_BGKLV19_23B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR117WLY/rep1_1/ENCSR117WLY_rep1_1_tophat.bam
ENCFF726KZQ	V19	K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS174YKM	['brenton-graveley:EFTUD2_BGKLV19_24B']	ENCLB828WOZ	['brenton-graveley:L-EFTUD2_BGKLV19_24B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR117WLY/rep2_1/ENCSR117WLY_rep2_1_tophat.bam
ENCFF758WPH	V19	K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS943ODH	['brenton-graveley:EFTUD2_BGKLV19_23B']	ENCLB513IJB	['brenton-graveley:L-EFTUD2_BGKLV19_23B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR117WLY/rep1_1/ENCSR117WLY_rep1_1_star_genome.bam
ENCFF808RTW	V19	K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS943ODH	['brenton-graveley:EFTUD2_BGKLV19_23B']	ENCLB513IJB	['brenton-graveley:L-EFTUD2_BGKLV19_23B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR117WLY/rep1_1/ENCSR117WLY_rep1_1_star_anno.bam
ENCFF993VQJ	V19	K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS174YKM	['brenton-graveley:EFTUD2_BGKLV19_24B']	ENCLB828WOZ	['brenton-graveley:L-EFTUD2_BGKLV19_24B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR117WLY/rep2_1/ENCSR117WLY_rep2_1_star_genome.bam
ENCFF494FAK	V19	K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS174YKM	['brenton-graveley:EFTUD2_BGKLV19_24B']	ENCLB828WOZ	['brenton-graveley:L-EFTUD2_BGKLV19_24B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR117WLY/rep2_1/ENCSR117WLY_rep2_1_star_anno.bam
ENCFF306QLW	V24	K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS943ODH	['brenton-graveley:EFTUD2_BGKLV19_23B']	ENCLB513IJB	['brenton-graveley:L-EFTUD2_BGKLV19_23B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR117WLY/rep1_1/ENCSR117WLY_rep1_1_tophat.bam
ENCFF814NCC	V24	K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS174YKM	['brenton-graveley:EFTUD2_BGKLV19_24B']	ENCLB828WOZ	['brenton-graveley:L-EFTUD2_BGKLV19_24B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR117WLY/rep2_1/ENCSR117WLY_rep2_1_tophat.bam
ENCFF928GEG	V24	K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS943ODH	['brenton-graveley:EFTUD2_BGKLV19_23B']	ENCLB513IJB	['brenton-graveley:L-EFTUD2_BGKLV19_23B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR117WLY/rep1_1/ENCSR117WLY_rep1_1_star_genome.bam
ENCFF786EZV	V24	K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS943ODH	['brenton-graveley:EFTUD2_BGKLV19_23B']	ENCLB513IJB	['brenton-graveley:L-EFTUD2_BGKLV19_23B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR117WLY/rep1_1/ENCSR117WLY_rep1_1_star_anno.bam
ENCFF629DXH	V24	K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS174YKM	['brenton-graveley:EFTUD2_BGKLV19_24B']	ENCLB828WOZ	['brenton-graveley:L-EFTUD2_BGKLV19_24B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR117WLY/rep2_1/ENCSR117WLY_rep2_1_star_genome.bam
ENCFF706OUH	V24	K562	/targets/EFTUD2-human/	ENCSR117WLY	['brenton-graveley:EFTUD2_BGKLV19']	ENCBS174YKM	['brenton-graveley:EFTUD2_BGKLV19_24B']	ENCLB828WOZ	['brenton-graveley:L-EFTUD2_BGKLV19_24B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR117WLY/rep2_1/ENCSR117WLY_rep2_1_star_anno.bam
ENCFF899OPP		K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS380NDS	['brenton-graveley:EIF3D_BGKLV19_25B']	ENCLB053XKI	['brenton-graveley:L-EIF3D_BGKLV19_25B']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set19/tophat/novel_juncs/EIF3D_BGKLV19_25B/merged.bam
ENCFF668XXO		K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS422KVR	['brenton-graveley:EIF3D_BGKLV19_26B']	ENCLB098TBC	['brenton-graveley:L-EIF3D_BGKLV19_26B']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set19/tophat/novel_juncs/EIF3D_BGKLV19_26B/merged.bam
ENCFF146KBG	V19	K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS380NDS	['brenton-graveley:EIF3D_BGKLV19_25B']	ENCLB053XKI	['brenton-graveley:L-EIF3D_BGKLV19_25B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR660ETT/rep1_1/ENCSR660ETT_rep1_1_tophat.bam
ENCFF794ZGB	V19	K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS422KVR	['brenton-graveley:EIF3D_BGKLV19_26B']	ENCLB098TBC	['brenton-graveley:L-EIF3D_BGKLV19_26B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR660ETT/rep2_1/ENCSR660ETT_rep2_1_tophat.bam
ENCFF835QMS	V19	K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS380NDS	['brenton-graveley:EIF3D_BGKLV19_25B']	ENCLB053XKI	['brenton-graveley:L-EIF3D_BGKLV19_25B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR660ETT/rep1_1/ENCSR660ETT_rep1_1_star_genome.bam
ENCFF808PKR	V19	K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS380NDS	['brenton-graveley:EIF3D_BGKLV19_25B']	ENCLB053XKI	['brenton-graveley:L-EIF3D_BGKLV19_25B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR660ETT/rep1_1/ENCSR660ETT_rep1_1_star_anno.bam
ENCFF137CTC	V19	K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS422KVR	['brenton-graveley:EIF3D_BGKLV19_26B']	ENCLB098TBC	['brenton-graveley:L-EIF3D_BGKLV19_26B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR660ETT/rep2_1/ENCSR660ETT_rep2_1_star_genome.bam
ENCFF135MLB	V19	K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS422KVR	['brenton-graveley:EIF3D_BGKLV19_26B']	ENCLB098TBC	['brenton-graveley:L-EIF3D_BGKLV19_26B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR660ETT/rep2_1/ENCSR660ETT_rep2_1_star_anno.bam
ENCFF619TTB	V24	K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS380NDS	['brenton-graveley:EIF3D_BGKLV19_25B']	ENCLB053XKI	['brenton-graveley:L-EIF3D_BGKLV19_25B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR660ETT/rep1_1/ENCSR660ETT_rep1_1_tophat.bam
ENCFF080FHK	V24	K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS422KVR	['brenton-graveley:EIF3D_BGKLV19_26B']	ENCLB098TBC	['brenton-graveley:L-EIF3D_BGKLV19_26B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR660ETT/rep2_1/ENCSR660ETT_rep2_1_tophat.bam
ENCFF044SSS	V24	K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS380NDS	['brenton-graveley:EIF3D_BGKLV19_25B']	ENCLB053XKI	['brenton-graveley:L-EIF3D_BGKLV19_25B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR660ETT/rep1_1/ENCSR660ETT_rep1_1_star_genome.bam
ENCFF556ROF	V24	K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS380NDS	['brenton-graveley:EIF3D_BGKLV19_25B']	ENCLB053XKI	['brenton-graveley:L-EIF3D_BGKLV19_25B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR660ETT/rep1_1/ENCSR660ETT_rep1_1_star_anno.bam
ENCFF309MRQ	V24	K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS422KVR	['brenton-graveley:EIF3D_BGKLV19_26B']	ENCLB098TBC	['brenton-graveley:L-EIF3D_BGKLV19_26B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR660ETT/rep2_1/ENCSR660ETT_rep2_1_star_genome.bam
ENCFF395SKO	V24	K562	/targets/EIF3D-human/	ENCSR660ETT	['brenton-graveley:EIF3D_BGKLV19']	ENCBS422KVR	['brenton-graveley:EIF3D_BGKLV19_26B']	ENCLB098TBC	['brenton-graveley:L-EIF3D_BGKLV19_26B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR660ETT/rep2_1/ENCSR660ETT_rep2_1_star_anno.bam
ENCFF162FCE		K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS257PZA	['brenton-graveley:BCCIP_BGKLV19_6A']	ENCLB258KUH	['brenton-graveley:L-BCCIP_BGKLV19_6A']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set19/tophat/novel_juncs/BCCIP_BGKLV19_6A/merged.bam
ENCFF187URW		K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS155KGP	['brenton-graveley:BCCIP_BGKLV19_5A']	ENCLB762JVP	['brenton-graveley:L-BCCIP_BGKLV19_5A']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set19/tophat/novel_juncs/BCCIP_BGKLV19_5A/merged.bam
ENCFF483RCP	V19	K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS155KGP	['brenton-graveley:BCCIP_BGKLV19_5A']	ENCLB762JVP	['brenton-graveley:L-BCCIP_BGKLV19_5A']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR606QIX/rep1_1/ENCSR606QIX_rep1_1_tophat.bam
ENCFF958ZER	V19	K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS257PZA	['brenton-graveley:BCCIP_BGKLV19_6A']	ENCLB258KUH	['brenton-graveley:L-BCCIP_BGKLV19_6A']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR606QIX/rep2_1/ENCSR606QIX_rep2_1_tophat.bam
ENCFF529FHU	V19	K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS155KGP	['brenton-graveley:BCCIP_BGKLV19_5A']	ENCLB762JVP	['brenton-graveley:L-BCCIP_BGKLV19_5A']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR606QIX/rep1_1/ENCSR606QIX_rep1_1_star_genome.bam
ENCFF085QMT	V19	K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS155KGP	['brenton-graveley:BCCIP_BGKLV19_5A']	ENCLB762JVP	['brenton-graveley:L-BCCIP_BGKLV19_5A']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR606QIX/rep1_1/ENCSR606QIX_rep1_1_star_anno.bam
ENCFF190CEG	V19	K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS257PZA	['brenton-graveley:BCCIP_BGKLV19_6A']	ENCLB258KUH	['brenton-graveley:L-BCCIP_BGKLV19_6A']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR606QIX/rep2_1/ENCSR606QIX_rep2_1_star_genome.bam
ENCFF712MHZ	V19	K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS257PZA	['brenton-graveley:BCCIP_BGKLV19_6A']	ENCLB258KUH	['brenton-graveley:L-BCCIP_BGKLV19_6A']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR606QIX/rep2_1/ENCSR606QIX_rep2_1_star_anno.bam
ENCFF670ALD	V24	K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS155KGP	['brenton-graveley:BCCIP_BGKLV19_5A']	ENCLB762JVP	['brenton-graveley:L-BCCIP_BGKLV19_5A']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR606QIX/rep1_1/ENCSR606QIX_rep1_1_tophat.bam
ENCFF536TDW	V24	K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS257PZA	['brenton-graveley:BCCIP_BGKLV19_6A']	ENCLB258KUH	['brenton-graveley:L-BCCIP_BGKLV19_6A']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR606QIX/rep2_1/ENCSR606QIX_rep2_1_tophat.bam
ENCFF580LGF	V24	K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS155KGP	['brenton-graveley:BCCIP_BGKLV19_5A']	ENCLB762JVP	['brenton-graveley:L-BCCIP_BGKLV19_5A']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR606QIX/rep1_1/ENCSR606QIX_rep1_1_star_genome.bam
ENCFF765QHG	V24	K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS155KGP	['brenton-graveley:BCCIP_BGKLV19_5A']	ENCLB762JVP	['brenton-graveley:L-BCCIP_BGKLV19_5A']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR606QIX/rep1_1/ENCSR606QIX_rep1_1_star_anno.bam
ENCFF724DDK	V24	K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS257PZA	['brenton-graveley:BCCIP_BGKLV19_6A']	ENCLB258KUH	['brenton-graveley:L-BCCIP_BGKLV19_6A']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR606QIX/rep2_1/ENCSR606QIX_rep2_1_star_genome.bam
ENCFF230PTE	V24	K562	/targets/BCCIP-human/	ENCSR606QIX	['brenton-graveley:BCCIP_BGKLV19']	ENCBS257PZA	['brenton-graveley:BCCIP_BGKLV19_6A']	ENCLB258KUH	['brenton-graveley:L-BCCIP_BGKLV19_6A']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR606QIX/rep2_1/ENCSR606QIX_rep2_1_star_anno.bam
ENCFF173GBC		K562	/targets/GTF2F1-human/	ENCSR188IPO	['brenton-graveley:GTF2F1_BGKLV13']	ENCBS904ISV	['brenton-graveley:GTF2F1_BGKLV13_40']	ENCLB361UST	['brenton-graveley:L-GTF2F1_BGKLV13_40']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set13/tophat/novel_juncs/GTF2F1_BGKLV13_40/merged.bam
ENCFF195OAK		K562	/targets/GTF2F1-human/	ENCSR188IPO	['brenton-graveley:GTF2F1_BGKLV13']	ENCBS703API	['brenton-graveley:GTF2F1_BGKLV13_39']	ENCLB806RNW	['brenton-graveley:L-GTF2F1_BGKLV13_39']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set13/tophat/novel_juncs/GTF2F1_BGKLV13_39/merged.bam
ENCFF637CNX	V19	K562	/targets/GTF2F1-human/	ENCSR188IPO	['brenton-graveley:GTF2F1_BGKLV13']	ENCBS904ISV	['brenton-graveley:GTF2F1_BGKLV13_40']	ENCLB361UST	['brenton-graveley:L-GTF2F1_BGKLV13_40']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR188IPO/rep2_1/ENCSR188IPO_rep2_1_tophat.bam
ENCFF700BJQ	V19	K562	/targets/GTF2F1-human/	ENCSR188IPO	['brenton-graveley:GTF2F1_BGKLV13']	ENCBS703API	['brenton-graveley:GTF2F1_BGKLV13_39']	ENCLB806RNW	['brenton-graveley:L-GTF2F1_BGKLV13_39']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR188IPO/rep1_1/ENCSR188IPO_rep1_1_tophat.bam
ENCFF388MKH	V19	K562	/targets/GTF2F1-human/	ENCSR188IPO	['brenton-graveley:GTF2F1_BGKLV13']	ENCBS703API	['brenton-graveley:GTF2F1_BGKLV13_39']	ENCLB806RNW	['brenton-graveley:L-GTF2F1_BGKLV13_39']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR188IPO/rep1_1/ENCSR188IPO_rep1_1_star_genome.bam
ENCFF965EFT	V19	K562	/targets/GTF2F1-human/	ENCSR188IPO	['brenton-graveley:GTF2F1_BGKLV13']	ENCBS703API	['brenton-graveley:GTF2F1_BGKLV13_39']	ENCLB806RNW	['brenton-graveley:L-GTF2F1_BGKLV13_39']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR188IPO/rep1_1/ENCSR188IPO_rep1_1_star_anno.bam
ENCFF204XOP	V19	K562	/targets/GTF2F1-human/	ENCSR188IPO	['brenton-graveley:GTF2F1_BGKLV13']	ENCBS904ISV	['brenton-graveley:GTF2F1_BGKLV13_40']	ENCLB361UST	['brenton-graveley:L-GTF2F1_BGKLV13_40']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR188IPO/rep2_1/ENCSR188IPO_rep2_1_star_genome.bam
ENCFF697VLL	V19	K562	/targets/GTF2F1-human/	ENCSR188IPO	['brenton-graveley:GTF2F1_BGKLV13']	ENCBS904ISV	['brenton-graveley:GTF2F1_BGKLV13_40']	ENCLB361UST	['brenton-graveley:L-GTF2F1_BGKLV13_40']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR188IPO/rep2_1/ENCSR188IPO_rep2_1_star_anno.bam
ENCFF097OIM		K562	/targets/DAZAP1-human/	ENCSR907UTB	['brenton-graveley:DAZAP1_BGKLV13']	ENCBS017YLT	['brenton-graveley:DAZAP1_BGKLV13_37']	ENCLB152NIY	['brenton-graveley:L-DAZAP1_BGKLV13_37']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set13/tophat/novel_juncs/DAZAP1_BGKLV13_37/merged.bam
ENCFF304ZSG		K562	/targets/DAZAP1-human/	ENCSR907UTB	['brenton-graveley:DAZAP1_BGKLV13']	ENCBS808ZQB	['brenton-graveley:DAZAP1_BGKLV13_38']	ENCLB639AXF	['brenton-graveley:L-DAZAP1_BGKLV13_38']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set13/tophat/novel_juncs/DAZAP1_BGKLV13_38/merged.bam
ENCFF691QPB	V19	K562	/targets/DAZAP1-human/	ENCSR907UTB	['brenton-graveley:DAZAP1_BGKLV13']	ENCBS017YLT	['brenton-graveley:DAZAP1_BGKLV13_37']	ENCLB152NIY	['brenton-graveley:L-DAZAP1_BGKLV13_37']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR907UTB/rep1_1/ENCSR907UTB_rep1_1_tophat.bam
ENCFF802YVN	V19	K562	/targets/DAZAP1-human/	ENCSR907UTB	['brenton-graveley:DAZAP1_BGKLV13']	ENCBS808ZQB	['brenton-graveley:DAZAP1_BGKLV13_38']	ENCLB639AXF	['brenton-graveley:L-DAZAP1_BGKLV13_38']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR907UTB/rep2_1/ENCSR907UTB_rep2_1_tophat.bam
ENCFF009FES	V19	K562	/targets/DAZAP1-human/	ENCSR907UTB	['brenton-graveley:DAZAP1_BGKLV13']	ENCBS017YLT	['brenton-graveley:DAZAP1_BGKLV13_37']	ENCLB152NIY	['brenton-graveley:L-DAZAP1_BGKLV13_37']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR907UTB/rep1_1/ENCSR907UTB_rep1_1_star_genome.bam
ENCFF439SRO	V19	K562	/targets/DAZAP1-human/	ENCSR907UTB	['brenton-graveley:DAZAP1_BGKLV13']	ENCBS017YLT	['brenton-graveley:DAZAP1_BGKLV13_37']	ENCLB152NIY	['brenton-graveley:L-DAZAP1_BGKLV13_37']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR907UTB/rep1_1/ENCSR907UTB_rep1_1_star_anno.bam
ENCFF166NAQ	V19	K562	/targets/DAZAP1-human/	ENCSR907UTB	['brenton-graveley:DAZAP1_BGKLV13']	ENCBS808ZQB	['brenton-graveley:DAZAP1_BGKLV13_38']	ENCLB639AXF	['brenton-graveley:L-DAZAP1_BGKLV13_38']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR907UTB/rep2_1/ENCSR907UTB_rep2_1_star_genome.bam
